day,warehouse_id,product_id,predicted_quantity
2025-01-03,0,6,30.007693030038666
2025-01-04,0,6,44.21613878393902
2025-01-05,0,6,52.02011916102114
2025-01-06,0,6,30.71575086748777
2025-01-07,0,6,18.91289198731124
2025-01-01,1,7,32.25969206339748
2025-01-02,1,7,32.745824448557315
2025-01-03,1,7,26.995896605508925
2025-01-04,1,7,37.5681832376711
2025-01-05,1,7,47.69240342659248
2025-01-06,1,7,31.30735991083332
2025-01-07,1,7,22.138351594932097
2025-01-01,2,7,20.74193464633632
2025-01-02,2,7,26.581468161487194
2025-01-03,2,7,22.26305567317403
2025-01-04,2,7,35.51554658656914
2025-01-05,2,7,50.956861773247496
2025-01-06,2,7,34.80077856895321
2025-01-07,2,7,28.56520309161955
2025-01-01,0,8,70.05015702994937
2025-01-02,0,8,50.62235358924871
2025-01-03,0,8,29.741960106414318
2025-01-04,0,8,42.20086618467893
2025-01-05,0,8,49.76541840473177
2025-01-06,0,8,30.27638904038792
2025-01-07,0,8,17.22827824179484
2025-01-01,1,8,33.0718882497909
2025-01-02,1,8,26.818825127732097
2025-01-03,1,8,15.285740981302553
2025-01-04,1,8,20.66447409895264
2025-01-05,1,8,26.49274168941791
2025-01-06,1,8,10.45933318251042
2025-01-07,1,8,0.0
2025-01-01,1,9,53.83347222533503
2025-01-02,1,9,65.79115150245214
2025-01-03,1,9,67.22281308660386
2025-01-04,1,9,92.71743106585049
2025-01-05,1,9,104.11160622686502
2025-01-06,1,9,85.81034530840843
2025-01-07,1,9,89.96711825768713
2025-01-01,2,10,128.99921471045914
2025-01-02,2,10,67.4893753724678
2025-01-03,2,10,28.407714552495605
2025-01-04,2,10,38.59075373339635
2025-01-05,2,10,41.100937372427985
2025-01-06,2,10,23.067359440776634
2025-01-07,2,10,15.946528617847946
2025-01-01,0,11,18.505692249022232
2025-01-02,0,11,11.9084245851312
2025-01-03,0,11,0.0
2025-01-04,0,11,0.07457731109796839
2025-01-05,0,11,0.0
2025-01-06,0,11,0.0
2025-01-07,0,11,0.0
2025-01-01,1,11,7.436922407381147
2025-01-02,1,11,4.045850649183038
2025-01-03,1,11,0.0
2025-01-04,1,11,0.16621828588868937
2025-01-05,1,11,1.2857759258236712
2025-01-06,1,11,0.0
2025-01-07,1,11,0.0
2025-01-01,1,12,186.43894837374233
2025-01-02,1,12,125.59924904595846
2025-01-03,1,12,78.83078329283519
2025-01-04,1,12,87.46195536109508
2025-01-05,1,12,94.69530403888659
2025-01-06,1,12,73.44523535414184
2025-01-07,1,12,54.618627732890175
2025-01-01,2,12,134.79009335523622
2025-01-02,2,12,89.3971231362906
2025-01-03,2,12,61.241864394036895
2025-01-04,2,12,67.16439321000374
2025-01-05,2,12,68.0255641805154
2025-01-06,2,12,44.94282832173343
2025-01-07,2,12,35.46511398763585
2025-01-01,0,13,57.46545514272566
2025-01-02,0,13,65.93533546805527
2025-01-03,0,13,60.44598508723904
2025-01-04,0,13,81.3769744274242
2025-01-05,0,13,88.13186549277933
2025-01-06,0,13,73.38821734925345
2025-01-07,0,13,70.34836399526749
2025-01-01,0,14,23.64184152467213
2025-01-02,0,14,14.244485262589748
2025-01-03,0,14,0.45619393505843675
2025-01-04,0,14,0.0
2025-01-05,0,14,1.5243769219755592
2025-01-06,0,14,0.0
2025-01-07,0,14,0.0
2025-01-01,1,15,34.06760700795454
2025-01-02,1,15,34.22408656684022
2025-01-03,1,15,24.659473594641355
2025-01-04,1,15,32.71135936021948
2025-01-05,1,15,43.73896132708494
2025-01-06,1,15,31.534327957228662
2025-01-07,1,15,21.587579727359383
2025-01-01,2,15,12.594344954107726
2025-01-02,2,15,15.654170116844895
2025-01-03,2,15,7.90009396893042
2025-01-04,2,15,21.39682450147758
2025-01-05,2,15,32.689713437350065
2025-01-06,2,15,23.454608023667646
2025-01-07,2,15,13.747388922513522
2025-01-01,1,16,18.547619632577124
2025-01-02,1,16,19.501166251623417
2025-01-03,1,16,9.740699881348732
2025-01-04,1,16,17.073968125853497
2025-01-05,1,16,21.445598246034507
2025-01-06,1,16,8.57085880484226
2025-01-07,1,16,0.0
2025-01-01,2,16,15.035519755412821
2025-01-02,2,16,15.926199816937796
2025-01-03,2,16,6.618535652280272
2025-01-04,2,16,17.607052288706015
2025-01-05,2,16,25.1882007681741
2025-01-06,2,16,10.874807668959093
2025-01-07,2,16,0.23623895315830623
2025-01-01,0,17,42.29309563814675
2025-01-02,0,17,45.84327742219953
2025-01-03,0,17,38.96078712429831
2025-01-04,0,17,58.34331552111107
2025-01-05,0,17,70.2150994770056
2025-01-06,0,17,55.743957140814615
2025-01-07,0,17,47.766838115818764
2025-01-01,2,17,34.744126954121256
2025-01-02,2,17,37.94917430184276
2025-01-03,2,17,28.819500297406215
2025-01-04,2,17,41.13384773295657
2025-01-05,2,17,49.143366700541804
2025-01-06,2,17,31.799022464445272
2025-01-07,2,17,21.591438108242315
2025-01-01,0,18,227.9470101748418
2025-01-02,0,18,158.57474426700037
2025-01-03,0,18,105.54645775460145
2025-01-04,0,18,95.67567893863438
2025-01-05,0,18,93.26390116398002
2025-01-06,0,18,71.40357393326731
2025-01-07,0,18,45.91676956247488
2025-01-01,2,18,193.71006414402325
2025-01-02,2,18,151.9523343959457
2025-01-03,2,18,108.10182618652459
2025-01-04,2,18,98.36989128243654
2025-01-05,2,18,93.6674309462729
2025-01-06,2,18,65.88678346588378
2025-01-07,2,18,42.7191367373779
2025-01-01,1,19,34.67325059714589
2025-01-02,1,19,39.453102260531544
2025-01-03,1,19,32.879980630429216
2025-01-04,1,19,51.96119754472969
2025-01-05,1,19,61.35954380681105
2025-01-06,1,19,42.02516079792861
2025-01-07,1,19,29.073708258417945
2025-01-01,2,19,31.515201437267116
2025-01-02,2,19,33.68973551221871
2025-01-03,2,19,28.313854180062364
2025-01-04,2,19,44.17304847764351
2025-01-05,2,19,52.97681154972498
2025-01-06,2,19,42.99627201055593
2025-01-07,2,19,33.19551021711444
2025-01-01,0,20,17.553745933428644
2025-01-02,0,20,21.16594158901364
2025-01-03,0,20,9.614502437324077
2025-01-04,0,20,21.3617057052236
2025-01-05,0,20,27.936143525053453
2025-01-06,0,20,16.085616766606833
2025-01-07,0,20,0.0
2025-01-01,1,20,80.75896741889642
2025-01-02,1,20,51.51450138076933
2025-01-03,1,20,27.478390675176975
2025-01-04,1,20,42.407390904471654
2025-01-05,1,20,53.19260346012791
2025-01-06,1,20,40.14023551486623
2025-01-07,1,20,25.877442157383733
2025-01-01,0,21,37.3298542574046
2025-01-02,0,21,38.48284765639027
2025-01-03,0,21,25.955898134850578
2025-01-04,0,21,36.07118623553597
2025-01-05,0,21,46.571127955951354
2025-01-06,0,21,32.22891210316805
2025-01-07,0,21,20.987919510461936
2025-01-01,2,21,36.37426318697297
2025-01-02,2,21,36.465624105023736
2025-01-03,2,21,30.90838373783304
2025-01-04,2,21,47.69168957920119
2025-01-05,2,21,54.21882299243323
2025-01-06,2,21,39.10972779612518
2025-01-07,2,21,25.032577858801517
2025-01-01,0,22,73.28366636292223
2025-01-02,0,22,69.57145451369782
2025-01-03,0,22,54.313607632936645
2025-01-04,0,22,71.08694661834669
2025-01-05,0,22,83.56367719774087
2025-01-06,0,22,68.39662848470525
2025-01-07,0,22,54.1014298141702
2025-01-01,1,23,49.081612640540946
2025-01-02,1,23,32.150339653958994
2025-01-03,1,23,17.82946405218557
2025-01-04,1,23,28.753250767382497
2025-01-05,1,23,35.08436971633784
2025-01-06,1,23,18.436230824695997
2025-01-07,1,23,6.801097172334735
2025-01-01,2,23,44.631338591900324
2025-01-02,2,23,34.92340432571024
2025-01-03,2,23,18.823459642504076
2025-01-04,2,23,33.72993314989885
2025-01-05,2,23,42.79538156364682
2025-01-06,2,23,22.53118706073657
2025-01-07,2,23,9.5312243212677
2025-01-01,1,24,193.23763204862092
2025-01-02,1,24,103.3138613932237
2025-01-03,1,24,47.60254405136564
2025-01-04,1,24,47.4972608074334
2025-01-05,1,24,56.777821149098806
2025-01-06,1,24,40.61962589057732
2025-01-07,1,24,20.103801360268562
2025-01-01,2,25,16.991298428105978
2025-01-02,2,25,8.968796154967166
2025-01-03,2,25,0.0
2025-01-04,2,25,0.0
2025-01-05,2,25,0.0
2025-01-06,2,25,0.0
2025-01-07,2,25,0.0
2025-01-01,0,26,28.184547650229455
2025-01-02,0,26,23.15739845401049
2025-01-03,0,26,7.470810975247062
2025-01-04,0,26,15.874437713588236
2025-01-05,0,26,19.78578290200457
2025-01-06,0,26,7.44869737024122
2025-01-07,0,26,0.0
2025-01-01,0,27,13.00147249261191
2025-01-02,0,27,7.423016587394159
2025-01-03,0,27,0.0
2025-01-04,0,27,1.5847634137138016
2025-01-05,0,27,5.294636050870238
2025-01-06,0,27,0.0
2025-01-07,0,27,0.0
2025-01-01,1,28,236.11699591628928
2025-01-02,1,28,158.3501784515476
2025-01-03,1,28,62.53313330509904
2025-01-04,1,28,69.78695946722958
2025-01-05,1,28,62.62783502472737
2025-01-06,1,28,31.062573547431207
2025-01-07,1,28,5.735751829854692
2025-01-01,2,28,247.97428426315466
2025-01-02,2,28,183.1739866353235
2025-01-03,2,28,81.86567385371806
2025-01-04,2,28,83.55720102698841
2025-01-05,2,28,67.54815760822306
2025-01-06,2,28,30.818106930519996
2025-01-07,2,28,9.430019275479495
2025-01-01,0,29,92.65130050542925
2025-01-02,0,29,69.61672686963081
2025-01-03,0,29,51.5736451868723
2025-01-04,0,29,61.18018504803581
2025-01-05,0,29,67.95651057768923
2025-01-06,0,29,49.42849841138984
2025-01-07,0,29,35.464678780049375
2025-01-01,1,29,125.90506588708908
2025-01-02,1,29,86.3951680004387
2025-01-03,1,29,62.26414474684158
2025-01-04,1,29,74.53297365472085
2025-01-05,1,29,82.23046025965948
2025-01-06,1,29,64.14076963699651
2025-01-07,1,29,48.64478813340441
2025-01-01,2,29,122.57815424489934
2025-01-02,2,29,85.09057026204458
2025-01-03,2,29,62.26653218076044
2025-01-04,2,29,73.00004722747536
2025-01-05,2,29,84.50585306532393
2025-01-06,2,29,70.455465888937
2025-01-07,2,29,56.37293927931155
2025-01-01,0,30,52.35394408776053
2025-01-02,0,30,36.17264295436923
2025-01-03,0,30,23.75265241137977
2025-01-04,0,30,32.88793797483353
2025-01-05,0,30,40.92939934896031
2025-01-06,0,30,19.050148779523923
2025-01-07,0,30,5.528512489363507
2025-01-01,1,30,24.581322167614026
2025-01-02,1,30,18.78438287747251
2025-01-03,1,30,9.494957200563817
2025-01-04,1,30,17.06880368966685
2025-01-05,1,30,20.29211194516185
2025-01-06,1,30,4.66897659997008
2025-01-07,1,30,0.0
2025-01-01,2,30,35.08926516425884
2025-01-02,2,30,30.398762399427227
2025-01-03,2,30,20.729164159324796
2025-01-04,2,30,32.01336520813625
2025-01-05,2,30,33.618846588193016
2025-01-06,2,30,16.5675992642997
2025-01-07,2,30,2.5956672398187806
2025-01-01,0,31,2.27932240669503
2025-01-02,0,31,0.0
2025-01-03,0,31,0.0
2025-01-04,0,31,0.0
2025-01-05,0,31,0.3005746905158446
2025-01-06,0,31,0.0
2025-01-07,0,31,0.0
2025-01-01,1,31,1.3035454403978122
2025-01-02,1,31,0.0
2025-01-03,1,31,0.0
2025-01-04,1,31,0.0
2025-01-05,1,31,0.0
2025-01-06,1,31,0.0
2025-01-07,1,31,0.0
2025-01-01,2,31,19.208716345868567
2025-01-02,2,31,14.158303348051646
2025-01-03,2,31,0.6557949288206544
2025-01-04,2,31,2.3117720903815098
2025-01-05,2,31,1.1994185859720403
2025-01-06,2,31,0.0
2025-01-07,2,31,0.0
2025-01-01,2,32,3.6278465954999746
2025-01-02,2,32,23.50010538592138
2025-01-03,2,32,18.097000164747143
2025-01-04,2,32,19.330046477254484
2025-01-05,2,32,21.893432995849338
2025-01-06,2,32,5.958892380818526
2025-01-07,2,32,0.0
